title,published_dt,sources,sections,urls
10 providers seeking payer contracting talent,2024-01-22T20:41:00-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-27
Payers ranked by Medicare Advantage enrollment in 2024,2024-01-22T15:09:53-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payers-ranked-by-medicare-advantage-enrollment-in-2024
UnitedHealthcare launches new vendor hub for employers,2024-01-19T23:08:39-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealthcare-launches-new-employer-hub
Medicaid disenrollments top 15 million: 5 things to know,2024-01-19T18:03:03-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicaid-disenrollments-top-15-million-5-things-to-know
Medicare Advantage in the headlines: 10 recent updates,2024-01-18T22:35:19-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-in-the-headlines-10-recent-updates-11
'ICHRA's time has come': 5 market updates,2024-01-18T20:37:28-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/ichras-time-has-come-5-market-updates
"Higher medical costs will hurt 2023 earnings, Humana reports",2024-01-18T16:13:54-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-reports-higher-medical-costs-lower-medicare-advantage-enrollment
Appeals court upholds UnitedHealth win in facility fee case,2024-01-18T15:36:08-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/appeals-court-upholds-unitedhealth-win-in-facility-fee-case
Labor Department sues BCBS Minnesota over provider tax on self-funded plans,2024-01-18T14:45:41-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/labor-department-sues-bcbs-minnesota-over-provider-tax-on-self-funded-plans
"Consolidation, vertical integration on the rise in Medicare Advantage: MedPAC",2024-01-17T22:12:09-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/consolidation-vertical-integration-on-the-rise-in-medicare-advantage-medpac
MedPAC: Medicare Advantage will receive estimated $88B in overpayments in 2024,2024-01-16T20:57:33-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medpac-medicare-advantage-will-receive-estimated-88b-in-overpayments-in-2024
"Hospitals aren't breaking up with Medicare Advantage, UnitedHealth says",2024-01-12T19:10:45-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hospitals-arent-breaking-up-with-medicare-advantage-unitedhealth-says
"RSV vaccines drove rising Medicare Advantage costs, UnitedHealth execs say",2024-01-12T19:08:50-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/rsv-vaccines-drove-rising-medicare-advantage-costs-unitedhealth-execs-say
UnitedHealth Group posts $5.5B profit in fourth quarter,2024-01-12T14:58:11-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-posts-5-5b-profit-in-fourth-quarter
What's going wrong with Medicaid redeterminations,2024-01-11T22:24:37-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/whats-going-wrong-with-medicaid-redeterminations
The Medicare Advantage landscape in 2024: 10 updates,2024-01-11T21:29:49-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-medicare-advantage-landscape-in-2024-10-updates
ACA signups surpass 20 million for the 1st time,2024-01-10T23:01:36-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aca-signups-surpass-20-million-for-the-1st-time
Pennsylvania launches website for appealing denied health insurance claims,2024-01-10T22:23:21-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/pennsylvania-launches-website-for-appealing-denied-health-insurance-claims
Cigna to launch weight loss management program through Evernorth,2024-01-10T21:40:20-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-to-launch-weight-loss-management-program-through-evernorth
6 American companies ranked among world's largest insurers,2024-01-09T22:43:35-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/6-american-companies-ranked-among-worlds-largest-insurers
CVS braces for more Medicare Advantage pressure,2024-01-09T21:23:19-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cvs-braces-for-more-medicare-advantage-pressure
Alignment Health grows its Medicare Advantage membership by 44%,2024-01-09T20:29:46-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/alignment-health-grows-its-medicare-advantage-membership-by-44
Mark Cuban's drug co. inks partnership with startup payer,2024-01-09T20:03:05-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mark-cubans-drug-co-inks-partnership-with-startup-payer
Another state mulls Medicaid work requirements,2024-01-09T19:16:44-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/another-state-mulls-medicaid-work-requirements
Walgreens to pay Humana $360M to settle drug pricing lawsuit,2024-01-08T22:32:26-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/walgreens-to-pay-humana-360m-to-settle-drug-pricing-lawsuit
CMS to terminate Illinois insurer's Medicare Advantage drug plan following low star ratings,2024-01-08T21:52:24-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-terminates-illinois-insurers-medicare-advantage-drug-plan-following-low-star-ratings
Managed care companies lagged behind other insurers in 2023: S&P,2024-01-08T20:48:38-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/managed-care-companies-lagged-behind-other-insurers-in-2023-s-p
What 5 recent studies found about Medicare Advantage,2024-01-08T19:38:29-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/what-5-recent-studies-found-about-medicare-advantage-2
"CVS Health in 'early innings' of Aetna integration, new president says",2024-01-08T19:19:35-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cvs-health-in-early-innings-of-aetna-integration-new-president-says
UnitedHealth Group in the headlines: 12 updates,2024-01-08T17:02:19-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-12-updates-2
California fines Anthem Blue Cross for slow provider payments,2024-01-05T21:58:56-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/california-fines-anthem-blue-cross-for-slow-provider-payments
Elevance Health sues HHS over Medicare Advantage star ratings changes,2024-01-05T21:38:31-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/elevance-sues-hhs-over-medicare-advantage-star-ratings-changes
The largest Medicare Advantage insurer in every state,2024-01-05T19:29:27-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-largest-medicare-advantage-insurer-in-every-state
CMS rejected 1 in 3 Medicare Advantage ads in 2023,2024-01-05T19:24:57-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-rejected-1-in-3-medicare-advantage-ads-in-2023
CVS' 2024 Medicare Advantage growth exceeds expectations,2024-01-05T17:44:11-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cvs-2024-medicare-advantage-growth-exceeds-expectations
The cities with the least competitive commercial insurance markets | 2023,2024-01-04T22:39:24-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-cities-with-the-least-competitive-commercial-insurance-markets-2023
Medicare Advantage in the headlines: 9 recent updates,2024-01-04T22:32:53-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-in-the-headlines-9-recent-updates-6
How health plans can prepare for the aging patient population — 4 takeaways,2024-01-04T20:26:03-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-health-plans-can-prepare-for-the-aging-patient-population-4-takeaways
Biosimilar uptake is higher among Medicare Advantage beneficiaries: Study,2024-01-03T22:29:09-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/biosimilar-uptake-is-higher-among-medicare-advantage-beneficiaries-study
UnitedHealth Group accuses 2 former execs of stealing trade secrets,2024-01-03T21:58:27-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-accuses-2-former-execs-of-stealing-trade-secrets
Centene to pay South Carolina $26M to settle overbilling allegations,2024-01-03T14:56:53-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-to-pay-south-carolina-26m-to-settle-overbilling-allegations
Medicare Advantage startup Devoted Health secures $175M funding round,2024-01-02T21:28:15-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-startup-devoted-health-secures-175m-funding-round
McKinsey to pay $78M to health plans in opioid settlement,2024-01-02T21:26:15-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mckinsey-to-pay-78m-to-health-plans-in-opioid-settlement
Why a Texas congressman is pushing for a Medicare Advantage gold card,2023-12-29T15:19:46-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/why-a-texas-congressman-is-pushing-for-a-medicare-advantage-gold-card
Top 10 health insurance stories of 2023,2023-12-28T23:29:59-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/top-10-health-insurance-stories-of-2023
"5 recent payer lawsuits, settlements",2023-12-28T19:29:43-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-recent-payer-lawsuits-settlements-2
Medicaid in the headlines: 7 recent updates,2023-12-28T19:26:07-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicaid-in-the-headlines-7-recent-updates-6
Humana's 2023 in 10 headlines,2023-12-27T18:07:50-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humanas-2023-in-10-headlines
4 Medicaid work requirement updates,2023-12-26T15:28:35-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/3-medicaid-work-requirement-updates
Elevance Health's 2023 in 10 headlines,2023-12-21T22:12:31-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/elevance-healths-2023-in-10-headlines
UnitedHealth's 2023 in 10 headlines,2023-12-21T20:21:41-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealths-2023-in-10-headlines
The 10 biggest Medicare Advantage stories in 2023,2023-12-21T20:10:54-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-10-biggest-medicare-advantage-stories-in-2023
Aetna's 2023 in 10 headlines,2023-12-20T23:52:16-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aetnas-2023-in-10-headlines
10 prior authorization updates to know in 2023,2023-12-20T15:49:20-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-prior-authorization-updates-to-know-in-2023
Payer-provider collaboration and the future of value-based care: Four roundtable takeaways and quotes,2023-12-20T15:48:26-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payer-provider-collaboration-and-the-future-of-value-based-care-four-roundtable-takeaways-and-quotes
Kansas governor's 'middle of the road' Medicaid expansion proposal,2023-12-20T14:59:21-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/kansas-governors-middle-of-the-road-medicaid-expansion-proposal
Feds want Humana's Medicare Advantage clawback lawsuit thrown out,2023-12-19T19:24:54-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/feds-want-humanas-medicare-advantage-clawback-lawsuit-thrown-out
Payers are hiring physicians with histories of malpractice: Report,2023-12-19T15:47:57-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payers-are-hiring-physicians-with-histories-of-malpractice-report
Medicare Advantage in the headlines: 10 recent updates,2023-12-18T23:59:09-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-in-the-headlines-10-recent-updates-10
HHS scolds 9 states with highest childhood Medicaid disenrollment rates,2023-12-18T23:57:21-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hhs-scolds-9-states-with-highest-childhood-medicaid-disenrollment-rates
State health plans decry weight loss drug costs for employees,2023-12-18T22:32:36-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/state-health-plans-decry-weight-loss-drug-costs-for-employees
CareFirst sues J&J over alleged anticompetitive biosimilar tactics,2023-12-18T21:27:38-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/carefirst-sues-j-j-over-alleged-anticompetitive-biosimilar-tactics
South Dakota lawmakers reintroduce Medicaid work requirement proposal,2023-12-18T19:28:37-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/south-dakota-lawmakers-reintroduce-medicaid-work-requirement-proposal
"Why direct contracting, 'payviders' will become more prominent",2023-12-18T14:53:38-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/why-direct-contracting-payviders-will-become-more-prominent
Blue Shield of California fined for mishandling provider claims,2023-12-15T22:38:00-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/blue-shield-of-california-fined-for-mishandling-provider-claims
Hospitals to CMS: Add prior authorization appeal rates to MA star ratings,2023-12-15T22:25:04-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hospitals-ask-cms-to-add-medicare-advantage-denial-rates-to-star-ratings
Kraft Heinz drops claims data lawsuit against Aetna,2023-12-15T18:21:39-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/kraft-heinz-drops-claims-data-lawsuit-against-aetna
The cities with the most competitive Medicare Advantage markets | 2023,2023-12-14T23:15:09-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-cities-with-the-most-competitive-medicare-advantage-markets-2023
21 Elevance Medicaid plans recognized for advanced health equity efforts,2023-12-14T20:01:57-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/21-elevance-medicaid-plans-recognized-for-advanced-health-equity-efforts
The cities with the most competitive commercial insurance markets | 2023,2023-12-13T22:18:27-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-cities-with-the-most-competitive-commercial-insurance-markets-2023
2 ASCs seek COVID-19-era reimbursements from Arkansas BCBS,2023-12-13T20:22:34-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/2-ascs-seek-covid-19-era-reimbursements-from-arkansas-bcbs
"45% of employer group market can be disrupted, Centene CEO says",2023-12-13T20:00:24-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/45-of-employer-group-market-can-be-disrupted-centene-ceo-says
"Humana used AI tool from UnitedHealth to deny Medicare Advantage claims, lawsuit alleges",2023-12-13T15:48:48-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-uses-ai-algorithm-from-unitedhealth-to-deny-medicare-advantage-claims-lawsuit-alleges
10 providers seeking payer contracting talent,2023-12-12T19:26:30-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-26
UnitedHealth Group in the headlines: 12 updates,2023-12-12T18:00:57-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-12-updates
"Centene projects $142.5M+ in 2024 revenue, announces $4B stock repurchase program",2023-12-12T16:01:56-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-projects-142-5m-in-2024-revenue-announces-4b-stock-repurchase-program
